,title,Year,genre,homepage,popularity
2617,Peeples,2013,Comedy,http://www.peeplesmovie.com/,5.112809
2618,The Rocker,2008,"Comedy,Music",http://www.rockermovie.com,13.832376
2619,Post Grad,2009,Comedy,http://www.foxsearchlight.com/postgrad/,7.446069
2620,Promised Land,2012,Drama,,13.568302
2621,Whatever Works,2009,"Comedy,Romance",http://www.sonypictures.com/classics/whateverworks/,21.857387
2622,The In Crowd,2000,Thriller,http://in-crowd.warnerbros.com/,0.249245
2623,The Three Burials of Melquiades Estrada,2005,"Adventure,Crime,Drama,Mystery,Western",,12.163832
2624,Jakob the Liar,1999,"Comedy,Drama,History",,8.962245
2625,Kiss Kiss Bang Bang,2005,"Action,Comedy,Crime,Mystery",,32.690038
2626,Idle Hands,1999,"Thriller,Comedy,Horror",,8.583217
2627,Mulholland Drive,2001,"Thriller,Drama,Mystery",,31.60985
2628,Blood and Chocolate,2007,"Drama,Fantasy,Horror,Romance",,12.295216
2629,You Will Meet a Tall Dark Stranger,2010,"Comedy,Drama,Romance",,12.4654
2630,Never Let Me Go,2010,"Drama,Romance,Sci-Fi",http://www.foxsearchlight.com/neverletmego/,30.983397
2631,The Company,2007,Drama,,1.485324
2632,Transsiberian,2008,"Thriller,Crime,Mystery",,11.428903
2633,The Clan of the Cave Bear,1986,"Adventure,Drama",,5.484679
2634,Crazy in Alabama,1999,"Comedy,Drama",,5.770246
2635,Funny Games,2007,"Horror,Thriller,Crime",http://wip.warnerbros.com/funnygames/,15.175289
2636,Listening,2015,"Drama,Thriller,Sci-Fi",http://www.listeningmovie.com/,2.414721
2637,Felicia's Journey,1999,Drama,,0.470645
2638,Metropolis,2027,"Drama,Sci-Fi",,32.351527
2639,District B13,2004,"Action,Thriller,Sci-Fi",http://www.banlieue13-lefilm.com/,17.493735
2640,Things to Do in Denver When You're Dead,1995,"Drama,Crime",,6.932221
2641,The Assassin,2015,"Action,Drama,History",,8.142166
2642,Buffalo Soldiers,2001,"Drama,Comedy,War,Crime,Thriller",,6.329672
2643,The Return,2003,"Thriller,Drama,Mystery",,7.744166
2644,Ong Bak 2,2008,"Adventure,Action,Thriller",http://www.ongbak2themovie.com/,9.029489
2645,Centurion,2010,"Adventure,Action,Drama",http://www.centurionmovie.com/,22.708647
2646,Silent Trigger,1996,"Drama,Action,Thriller",,2.609057
2647,The Midnight Meat Train,2008,"Mystery,Drama,Crime,Thriller,Horror",http://www.midnightmeattrainthemovie.com,19.913961
2648,Winnie Mandela,2011,Drama,http://www.dfilmscorp.ca/,1.897761
2649,The Son of No One,2011,"Drama,Thriller,Crime",,7.701186
2650,All The Queen's Men,2001,"Action,Comedy,Drama,History",,1.833058
2651,The Good Night,2007,"Comedy,Drama,Romance,Fantasy,Music",,12.185204
2652,Bathory: Countess of Blood,2008,"Drama,Fantasy",,2.500218
2653,Khumba,2013,"Animation,Adventure,Family",http://www.triggerfish.co.za/khumba/,6.459787
2654,Automata,2014,"Thriller,Sci-Fi",http://www.automata-movie.com/,49.808505
2655,Dungeons & Dragons: Wrath of the Dragon God,2005,"Action,Adventure,Fantasy",,4.901936
2656,Chiamatemi Francesco - Il Papa della gente,2015,Drama,,0.738646
2657,Shinjuku Incident,2009,"Drama,Action,Thriller,Crime",http://shinjukuincident.emp.hk/,5.294319
2658,Pandaemonium,2001,"Drama,Foreign",,0.165367
2659,Groundhog Day,1993,"Romance,Fantasy,Drama,Comedy",,52.744331
2660,Magic Mike XXL,2015,"Comedy,Drama,Music",,29.660993
2661,Romeo + Juliet,1996,"Drama,Romance",http://www.romeoandjuliet.com/,41.493042
2662,Sarah's Key,2010,"Drama,War",http://www.sarahskey.com.au/,10.072199
2663,Freedom,2014,Drama,http://themoviefreedom.com/,4.389363
2664,Unforgiven,1992,Western,,37.380435
2665,Manderlay,2005,Drama,,7.05145
2666,Slumdog Millionaire,2008,"Drama,Romance",http://www.foxsearchlight.com/slumdogmillionaire,59.258969
2667,Fatal Attraction,1987,"Drama,Romance,Thriller",,16.742972
2668,Pretty Woman,1990,"Romance,Comedy",,45.473484
2669,Crocodile Dundee II,1988,"Adventure,Comedy",,15.474831
2670,Broken Horses,2015,"Thriller,Mystery,Drama,Crime",,4.289676
2671,Born on the Fourth of July,1989,"Drama,War",,25.949277
2672,Cool Runnings,1993,Comedy,,22.409117
2673,My Bloody Valentine,2009,"Mystery,Horror",http://www.mybloodyvalentinein3d.com/,13.706357
2674,Stomp the Yard,2007,"Drama,Music",,6.92205
2675,The Spy Who Loved Me,1977,"Adventure,Action,Thriller",http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,27.17347
2676,Urban Legend,1998,"Horror,Thriller",,12.159009
2677,Good Deeds,2012,"Comedy,Drama,Romance",http://www.gooddeedsmovie.com/index.html,4.448494
2678,White Fang,1991,"Action,Adventure,Drama,Family",,13.13724
2679,Superstar,1999,"Comedy,Family",,4.04701
2680,The Iron Lady,2011,"History,Drama",http://weinsteinco.com/sites/iron-lady/,23.3784
2681,Jonah: A VeggieTales Movie,2002,"Action,Adventure,Animation,Comedy,Family,Fantasy,Romance",,1.446172
2682,Poetic Justice,1993,"Drama,Romance",http://www.janetjackson.com,3.650857
2683,All About the Benjamins,2002,"Action,Adventure,Comedy",,5.102258
2684,Vampire in Brooklyn,1995,"Comedy,Horror,Romance",,6.772615
2685,Exorcist II: The Heretic,1977,"Horror,Thriller,Fantasy",,11.543363
2686,An American Haunting,2005,"Horror,Thriller",,7.436315
2687,My Boss's Daughter,2003,"Comedy,Romance",,14.813614
2688,A Perfect Getaway,2009,"Thriller,Mystery,Adventure",,20.792603
2689,Our Family Wedding,2010,Comedy,http://www.foxsearchlight.com/ourfamilywedding/,6.733485
2690,Dead Man on Campus,1998,Comedy,,7.708227
2691,Tea with Mussolini,1999,"Comedy,Drama,War",,2.238646
2692,Thinner,1996,"Horror,Thriller",,7.866961
2693,"New York, New York",1977,"Drama,Music,Romance",,3.876242
2694,Crooklyn,1994,"Comedy,Drama",,1.89218
2695,I Think I Love My Wife,2007,"Comedy,Romance",,4.536745
2696,Jason X,2001,"Horror,Sci-Fi",,11.220643
2697,Bobby,2006,"History,Drama",,11.706309
2698,Head Over Heels,2001,"Comedy,Romance",,4.66723
2699,Fun Size,2012,Comedy,,7.487843
2700,The Diving Bell and the Butterfly,2007,Drama,,13.65494
2701,Little Children,2006,"Romance,Drama",http://www.littlechildrenmovie.com,11.942862
2702,Gossip,2000,"Drama,Mystery,Thriller",,5.833687
2703,A Walk on the Moon,1999,"Drama,Romance",,6.370267
2704,Catch a Fire,2006,"Action,Drama,Thriller",,4.052219
2705,Soul Survivors,2001,"Horror,Mystery,Thriller",,3.231848
2706,Jefferson in Paris,1995,"Drama,Romance",,0.900442
2707,Easy Virtue,2008,"Comedy,Romance",http://www.easyvirtuethemovie.co.uk/,8.387573
2708,Caravans,1978,"Action,Adventure,Drama,Romance",,0.633004
2709,Mr. Turner,2014,"History,Drama",,9.242554
2710,Wild Grass,2009,"Drama,Romance",http://www.sonyclassics.com/wildgrass/,1.866443
2711,Amen.,2002,"Drama,History",,5.930533
2712,Reign of Assassins,2010,"History,Action",http://jianyu.ent.sina.com.cn/,4.930129
2713,The Lucky Ones,2008,"Comedy,Drama,History",http://www.theluckyonesmovie.com/,8.747922
2714,Margaret,2011,Drama,http://www.foxsearchlight.com/margaret/,4.898424
2715,Stan Helsing,2009,"Comedy,Horror",,7.410523
2716,Flipped,2010,"Romance,Drama",http://www.warnerbros.com/flipped,24.210698
2717,Brokeback Mountain,2005,"Drama,Romance",http://www.brokebackmountain.com,44.135568
2718,Clueless,1995,"Comedy,Drama,Romance",,16.051328
2719,Far from Heaven,2002,"Drama,Romance",,9.982885
2720,Hot Tub Time Machine 2,2015,Comedy,,16.618874
2721,Quills,2000,Drama,,7.261196
2722,Seven Psychopaths,2012,"Comedy,Crime",http://www.sevenpsychopaths.com/,32.306455
2723,The Caveman's Valentine,2001,"Drama,Mystery,Thriller",,4.722403
2724,Downfall,2004,"Drama,History,War",http://www.downfallthefilm.com/,32.445895
2725,The Sea Inside,2004,Drama,,17.363739
2726,Under the Skin,2014,"Thriller,Sci-Fi,Drama",,29.782161
2727,"Good Morning, Vietnam",1987,"Comedy,Drama,War",,18.362333
2728,The Last Godfather,2010,"Action,Comedy,Thriller",http://www.lastgodfathermovie.com/,0.680753
2729,Justin Bieber: Never Say Never,2011,"Documentary,Music,Family",http://www.justinbieberneversaynever.com/,6.735922
2730,Black Swan,2010,"Drama,Thriller",http://www.foxsearchlight.com/blackswan/,91.285683
2731,The Godfather: Part II,1974,"Drama,Crime",,105.792936
2732,Save the Last Dance,2001,"Drama,Family,Romance,Music",,9.969624
2733,A Nightmare on Elm Street 4: The Dream Master,1988,"Horror,Thriller",,17.113408
2734,Miracles from Heaven,2016,Drama,http://www.miraclesfromheaven-movie.com/,10.248439
2735,"Dude, WhereÃ¢â‚¬â„¢s My Car?",2000,Comedy,,25.316146
2736,Young Guns,1988,"Crime,Action,Adventure,Drama,Western",,9.499325
2737,St. Vincent,2014,Comedy,http://stvincent-movie.com/,43.791745
2738,About Last Night,2014,"Comedy,Romance",,11.828068
2739,10 Things I Hate About You,1999,"Comedy,Romance,Drama",,54.550275
2740,The New Guy,2002,"Comedy,Family",http://www.sonypictures.com/movies/thenewguy/,13.525704
2741,National Lampoon's Loaded Weapon 1,1993,Comedy,,12.963328
2742,The Shallows,2016,"Horror,Drama,Thriller",http://www.theshallows-movie.com,60.829621
2743,The Butterfly Effect,2004,"Sci-Fi,Thriller",,73.307513
2744,Snow Day,2000,"Comedy,Family",,7.964289
2745,This Christmas,2007,"Comedy,Drama",,2.388918
2746,Baby Geniuses,1999,"Sci-Fi,Comedy,Family",,4.580081
2747,The Big Hit,1998,"Action,Adventure,Comedy,Thriller",,6.425528
2748,Harriet the Spy,1996,"Comedy,Drama,Family",,4.63093
2749,Child's Play 2,1990,"Drama,Horror",,16.681567
2750,No Good Deed,2014,"Crime,Thriller",http://www.sonypictures.com/movies/nogooddeed/,24.656068
2751,The Mist,2007,"Sci-Fi,Horror,Thriller",http://www.themist-movie.com/,37.104353
2752,Ex Machina,2015,"Drama,Sci-Fi",http://exmachina-movie.com/,95.130041
2753,Being John Malkovich,1999,"Fantasy,Drama,Comedy",,27.546914
2754,Two Can Play That Game,2001,"Comedy,Romance",,2.27213
2755,Earth to Echo,2014,"Family,Adventure,Sci-Fi",,17.371327
2756,Crazy/Beautiful,2001,"Drama,Romance",,6.130096
2757,Letters from Iwo Jima,2006,"Action,Adventure,Drama,War",http://iwojimathemovie.warnerbros.com/lettersofiwojima/framework/framework.html,24.47248
2758,The Astronaut Farmer,2006,"Adventure,Comedy,Drama,Sci-Fi",http://theastronautfarmermovie.warnerbros.com/,6.764437
2759,Woo,1998,"Comedy,Romance",,1.750054
2760,Room,2015,"Drama,Thriller",http://www.roomthemovie.com,66.11334
2761,Dirty Work,1998,Comedy,,9.066881
2762,Serial Mom,1994,"Comedy,Crime,Horror,Thriller",,6.170139
2763,Dick,1999,Comedy,,4.742537
2764,Light It Up,1999,"Drama,Thriller",,1.212956
2765,54,1998,"Music,Drama",,11.880899
2766,Bubble Boy,2001,"Adventure,Comedy,Drama,Romance",,10.131123
2767,Birthday Girl,2001,"Comedy,Crime,Thriller",,5.831302
2768,21 & Over,2013,Comedy,,35.522027
2769,"Paris, je t'aime",2006,"Drama,Romance",,10.573191
2770,Resurrecting the Champ,2007,Drama,,4.898437
2771,Admission,2013,"Comedy,Drama,Romance",,17.632446
2772,The Widow of Saint-Pierre,2000,"Romance,Drama",,1.780065
2773,Chloe,2009,"Drama,Thriller,Mystery",,26.373864
2774,Faithful,1996,"Comedy,Crime,Drama",,1.647335
2775,Find Me Guilty,2006,"Drama,Action,Comedy,Crime",,12.321302
2776,The Perks of Being a Wallflower,2012,"Drama,Romance",http://perks-of-being-a-wallflower.com/,43.444135
2777,Excessive Force,1993,Action,,1.279106
2778,Infamous,2006,Drama,,3.680896
2779,The Claim,2000,"Drama,Romance,Western",,2.996284
2780,The Vatican Tapes,2015,"Thriller,Horror",,10.475368
2781,Attack the Block,2011,"Action,Comedy,Sci-Fi",http://attacktheblock.com/,30.952377
2782,In the Land of Blood and Honey,2011,"Drama,Romance,War",http://www.inthelandofbloodandhoney.com/,4.267466
2783,The Call,2013,"Crime,Thriller",http://www.call-movie.com/,34.532418
2784,Operation Chromite,2016,"History,Drama,War,Action",,6.116436
2785,The Crocodile Hunter: Collision Course,2002,"Family,Action,Adventure",,1.714972
2786,I Love You Phillip Morris,2009,"Comedy,Drama,Romance",,19.664699
2787,Quest for Fire,1981,"Adventure,Drama",,6.537986
2788,Antwone Fisher,2002,"Drama,Romance",,13.349012
2789,The Emperor's Club,2002,"Drama,Romance",,6.796079
2790,True Romance,1993,"Action,Thriller,Crime,Romance",,35.268557
2791,Womb,2010,"Romance,Sci-Fi",,7.453347
2792,Glengarry Glen Ross,1992,"Crime,Drama,Mystery",,13.939054
2793,The Killer Inside Me,2010,"Crime,Drama,Thriller",http://www.killerinsideme.com/,11.892615
2794,Cat People,1982,"Drama,Fantasy,Horror,Thriller",,5.69872
2795,Sorority Row,2009,"Horror,Mystery,Thriller",,8.780512
2796,The Prisoner of Zenda,2037,"Adventure,Drama,Romance",,4.021389
2797,Lars and the Real Girl,2007,"Comedy,Romance,Drama",http://www.larsandtherealgirl-themovie.com/,15.817096
2798,The Boy in the Striped Pyjamas,2008,"War,Drama",,34.821223
2799,Dancer in the Dark,2000,"Drama,Crime,Music",,22.022228
2800,Oscar and Lucinda,1997,"Drama,Romance",,0.139384
2801,The Funeral,1996,"Crime,Drama",,2.950618
2802,Solitary Man,2009,"Comedy,Drama,Romance",http://www.solitarymanmovie.com/,7.497306
2803,Machete,2010,"Action,Comedy,Thriller",http://www.vivamachete.com/,26.396191
2804,Casino Jack,2010,"Crime,Comedy,Drama",http://www.casinojack-movie.com/,6.546037
2805,The Land Before Time,1988,"Animation,Adventure,Family",,28.670193
2806,Tae Guk Gi: The Brotherhood of War,2004,"Action,Adventure,Drama,History,War",,9.572705
2807,The Perfect Game,2010,"Drama,Family",http://www.theperfectgamemovie.com,0.903529
2808,The Exorcist,1973,"Drama,Horror,Thriller",http://theexorcist.warnerbros.com/,47.584643
2809,Jaws,1975,"Horror,Thriller,Adventure",http://www.jaws25.com/,50.152327
2810,American Pie,1999,"Comedy,Romance",,60.767168
2811,Ernest & Celestine,2012,"Animation,Comedy,Drama,Family",,11.103202
2812,The Golden Child,1986,"Action,Adventure,Comedy",,15.26213
2813,Think Like a Man,2012,"Comedy,Romance",http://www.sonypictures.com/movies/thinklikeaman/,6.035152
2814,Barbershop,2002,"Comedy,Drama",,10.297189
2815,Star Trek II: The Wrath of Khan,1982,"Action,Adventure,Sci-Fi,Thriller",,22.434102
2816,Ace Ventura: Pet Detective,1994,"Comedy,Mystery",,41.249004
2817,WarGames,1983,"Thriller,Sci-Fi",http://www.mgm.com/title_title.do?title_star=WARGAMES,23.161754
2818,Witness,1985,"Crime,Drama,Romance,Thriller",,19.195399
2819,Act of Valor,2012,"Action,Thriller,War",http://www.actofvalor.com/,21.958055
2820,Step Up,2006,"Music,Drama,Romance,Crime",,45.477802
2821,Beavis and Butt-Head Do America,1996,"Animation,Comedy",,12.60629
2822,Jackie Brown,1997,"Comedy,Crime,Romance",,40.631671
2823,Harold & Kumar Escape from Guantanamo Bay,2008,"Comedy,Adventure",http://www.haroldandkumar.com,26.219598
2824,Chronicle,2012,"Sci-Fi,Drama,Thriller",,64.504747
2825,Yentl,1983,"Music,Drama,Romance",,3.389249
2826,Time Bandits,1981,"Family,Fantasy,Sci-Fi,Adventure,Comedy",,14.779537
2827,Crossroads,2002,"Action,Adventure,Comedy,Drama,Family,Music,Romance",,6.703319
2828,Project X,2012,"Comedy,Crime",,49.070321
2829,Patton,1970,"Drama,History,War",,21.933822
2830,One Hour Photo,2002,"Horror,Thriller",,20.624896
2831,Quarantine,2008,"Horror,Sci-Fi,Thriller",,8.083995
2832,The Eye,2008,"Drama,Horror,Thriller",http://www.theeyethefilm.com,11.135734
2833,Johnson Family Vacation,2004,"Comedy,Family",,4.623609
2834,How High,2001,Comedy,http://www.howhighmovie.com/,11.510281
2835,The Muppet Christmas Carol,1992,"Comedy,Family,Fantasy,Drama",,15.085981
2836,Frida,2002,"Drama,Romance",,18.422327
2837,Katy Perry: Part of Me,2012,"Documentary,Music",http://www.katyperry.com/movie/,8.410688
2838,The Fault in Our Stars,2014,"Romance,Drama",,74.358971
2839,Rounders,1998,"Drama,Crime",,18.422008
2840,Top Five,2014,"Drama,Comedy",http://www.topfivemovie.com/,15.896312
2841,Prophecy,1979,"Horror,Sci-Fi",,8.61659
2842,Stir of Echoes,1999,"Horror,Mystery,Thriller",,6.044161
2843,Philomena,2013,Drama,,29.019504
2844,The Upside of Anger,2005,"Comedy,Drama",http://www.newline.com/properties/upsideofanger.html,6.2464
2845,The Boys from Brazil,1978,"Horror,Drama,Thriller,Sci-Fi",,5.315213
2846,Aquamarine,2006,"Fantasy,Romance,Family,Comedy",http://www.aquamarinemovie.com/,16.931846
2847,Paper Towns,2015,"Drama,Mystery,Romance",,64.610671
2848,My Baby's Daddy,2004,Comedy,,4.480167
2849,Nebraska,2013,"Drama,Adventure",,29.223881
2850,Tales from the Crypt: Demon Knight,1995,"Horror,Comedy,Thriller",,7.710797
2851,Max Keeble's Big Move,2001,"Comedy,Family,Fantasy,Sci-Fi",,1.081822
2852,Young Adult,2011,"Comedy,Drama",http://www.youngadultmovie.com/,16.183746
2853,Crank,2006,"Action,Thriller,Crime",,47.992817
2854,Def Jam's How to Be a Player,1997,"Comedy,Romance",,1.20245
2855,Living Out Loud,1998,"Comedy,Drama,Romance",,0.700792
2856,Just Wright,2010,"Comedy,Drama,Romance",,10.409253
2857,Rachel Getting Married,2008,Drama,,14.345428
2858,The Postman Always Rings Twice,1981,"Romance,Crime,Drama",,6.803763
2859,Girl with a Pearl Earring,2003,"Drama,Romance",,19.944479
2860,Das Boot,1981,"Action,Drama,History,War,Adventure",http://www.dasboot.com,26.967494
2861,Sorority Boys,2002,Comedy,,3.444542
2862,About Time,2013,"Comedy,Drama,Sci-Fi",,74.817641
2863,House of Flying Daggers,2004,"Adventure,Drama,Action,Romance",,21.064082
2864,Arbitrage,2012,"Drama,Thriller",,16.40512
2865,Project Almanac,2015,"Sci-Fi,Thriller",http://www.projectalmanac.com/,32.940597
2866,Cadillac Records,2008,"Drama,History,Music",,13.427427
2867,Screwed,2000,"Action,Comedy",,5.359381
2868,Fortress,1992,"Action,Thriller,Sci-Fi",,8.708229
2869,For Your Consideration,2006,"Comedy,Drama",,4.330428
2870,Celebrity,1998,"Drama,Comedy",,7.594593
2871,Running with Scissors,2006,"Drama,Comedy",,4.770195
2872,From Justin to Kelly,2003,"Comedy,Romance",,1.623338
2873,Girl 6,1996,Comedy,,2.993939
2874,In the Cut,2003,"Mystery,Thriller",,10.536092
2875,Two Lovers,2008,"Drama,Romance",,8.290636
2876,Last Orders,2001,"Comedy,Drama",,3.603842
2877,The Host,2006,"Horror,Drama,Sci-Fi",http://www.hostmovie.com/,27.65527
2878,The Pursuit of D.B. Cooper,1981,"Adventure,Crime,Thriller",,1.379643
2879,Ravenous,1999,"Comedy,Horror,Thriller,Western",,9.164386
2880,Charlie Bartlett,2008,"Comedy,Drama",http://www.charliebartlett-themovie.com/,9.779444
2881,The Great Beauty,2013,"Comedy,Drama",http://www.indigofilm.it/produzioni/film/61/la-grande-bellezza/,32.523573
2882,The Dangerous Lives of Altar Boys,2002,"Comedy,Drama",,2.24888
2883,Stoker,2013,"Drama,Horror,Thriller",http://www.foxsearchlight.com/stoker/,27.322212
2884,2046,2004,"Fantasy,Drama,Sci-Fi,Romance",http://www.wkw2046.com/,12.664787
2885,Married Life,2007,"Crime,Drama,Romance",http://www.sonyclassics.com/marriedlife/,3.004432
2886,Duma,2005,"Adventure,Drama,Family",http://dumamovie.warnerbros.com/,4.795244
2887,Ondine,2009,"Drama,Romance",http://www.ondinefilm.com,5.841285
2888,Brother,2000,"Crime,Drama,Thriller",http://www.office-kitano.co.jp/brother/index.html,5.327714
2889,Welcome to Collinwood,2002,Comedy,,3.582733
2890,Critical Care,1997,"Comedy,Drama",,2.678715
2891,The Life Before Her Eyes,2007,"Thriller,Drama,Mystery",,9.728143
2892,Darling Companion,2012,"Drama,Romance",,2.303865
2893,Trade,2007,"Drama,Thriller",http://www.trade-derfilm.de/,11.237374
2894,Fateless,2005,"War,Drama",,1.906807
2895,Breakfast of Champions,1999,Comedy,,2.695896
2896,"A Woman, a Gun and a Noodle Shop",2009,"Comedy,Drama,Thriller",,1.416796
2897,Cypher,2002,"Thriller,Sci-Fi,Mystery",http://www.miramax.com/cypher/,11.636883
2898,City of Life and Death,2009,"Drama,History,War",http://www.cityoflifeanddeath.co.uk/,4.793348
2899,Legend of a Rabbit,2011,"Animation,Family,Action,Adventure,Comedy",,0.738652
2900,Space Battleship Yamato,2010,Sci-Fi,,5.158067
2901,5 Days of War,2011,"War,Drama",,5.727602
2902,Triangle,2009,Horror,,25.496926
2903,10 Days in a Madhouse,2015,Drama,,0.489271
2904,Heaven is for Real,2014,Drama,http://www.sonypictures.com/movies/heavenisforreal/,11.150261
2905,Snatch,2000,"Thriller,Crime",,53.595686
2906,Dancin' It's On,2015,"Drama,Romance",https://www.facebook.com/eastsidestorymovie,0.186234
2907,Pet Sematary,1989,"Drama,Horror",,20.747994
2908,Madadayo,1993,Drama,,2.930853
2909,The Cry of the Owl,2009,Drama,http://www.ctvint.fr/pages/fiche.asp?id=3583,4.75919
2910,A Tale of Three Cities,2015,"Drama,History,Romance",,0.753362
2911,Gremlins,1984,"Fantasy,Horror,Comedy",,45.072136
2912,Star Wars,1977,"Adventure,Action,Sci-Fi",http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,126.393695
2913,Dirty Grandpa,2016,Comedy,http://www.dirtygrandpa.movie/,56.805781
2914,Doctor Zhivago,2065,"Drama,Romance,War",,12.854853
2915,Trash,2014,"Adventure,Crime,Drama,Thriller",,14.637357
2916,High School Musical 3: Senior Year,2008,"Comedy,Drama,Family,Music,Romance",http://disney.go.com/disneypictures/highschoolmusical3,21.801188
2917,The Fighter,2010,Drama,http://www.thefightermovie.com,31.019381
2918,Jackass Number Two,2006,"Action,Comedy,Documentary",,11.227087
2919,My Cousin Vinny,1992,"Comedy,Drama",,19.231507
2920,If I Stay,2014,Drama,,31.162838
2921,Drive Hard,2014,"Action,Comedy,Crime",,3.94487
2922,Major League,1989,Comedy,,7.559192
2923,St. Trinian's,2007,"Comedy,Family,Sci-Fi",http://www.sttriniansmovie.co.uk/,7.377587
2924,Phone Booth,2002,"Thriller,Drama",,38.018085
2925,A Walk to Remember,2002,"Drama,Romance",http://www2.warnerbros.com/walktoremember/main.html,33.283554
2926,Dead Man Walking,1995,Drama,,15.864928
2927,Cruel Intentions,1999,"Drama,Romance,Thriller",,23.449703
2928,Saw VI,2009,"Horror,Mystery",http://www.saw6film.com/,31.900899
2929,History of the World: Part I,1981,Comedy,,14.282314
2930,The Secret Life of Bees,2008,Adventure,http://www.foxsearchlight.com/thesecretlifeofbees/,7.645979
2931,Corky Romano,2001,"Action,Comedy,Crime",,3.495758
2932,Raising Cain,1992,"Drama,Horror,Thriller,Crime",,7.558959
2933,F.I.S.T.,1978,"Drama,Action",,3.375208
2934,Invaders from Mars,1986,Sci-Fi,,4.234269
2935,Brooklyn,2015,"Drama,Romance",http://www.foxsearchlight.com/brooklyn/,39.337949
2936,Barry Lyndon,1975,"Drama,Romance,War",,29.543331
2937,Out Cold,2001,Comedy,,4.12064
2938,The Ladies Man,2000,Comedy,,2.259537
2939,Quartet,2012,"Drama,Comedy,Romance",,7.722021
2940,Tomcats,2001,"Comedy,Romance",,7.063053
2941,Frailty,2001,"Drama,Thriller,Crime",,16.003958
2942,Woman in Gold,2015,Drama,http://womaningoldmovie.com/,21.204929
2943,Kinsey,2004,Drama,,6.799314
2944,Army of Darkness,1992,"Fantasy,Horror,Comedy",,33.758281
2945,Slackers,2002,"Comedy,Romance",,9.371811
2946,What's Eating Gilbert Grape,1993,"Romance,Drama",,33.282794
2947,The Visual Bible: The Gospel of John,2003,"Drama,History",,3.208172
2948,Vera Drake,2004,"Crime,Drama",,4.131918
2949,The Guru,2002,"Comedy,Romance",,4.093288
2950,The Perez Family,1995,"Comedy,Drama,Romance",,1.187671
2951,Inside Llewyn Davis,2013,"Drama,Music",http://www.cbsfilms.com/inside-llewyn-davis/,36.319205
2952,O,2001,"Drama,Romance,Thriller",,4.146752
2953,Return to the Blue Lagoon,1991,"Drama,Adventure,Romance",,9.705589
2954,The Molly Maguires,1970,"Drama,History",,1.396985
2955,Romance & Cigarettes,2005,"Comedy,Music,Romance",,4.056774
2956,Copying Beethoven,2006,Drama,,5.062687
2957,Brighton Rock,2010,"Drama,Thriller,Crime",http://brightonrockmovie.com/,3.122152
2958,Saw V,2008,"Horror,Thriller,Crime",,32.943848
2959,Machine Gun McCain,1969,"Drama,Action,Thriller,Crime,Foreign",,0.700127
2960,LOL,2012,"Drama,Comedy,Romance",,31.763201
2961,Jindabyne,2006,"Crime,Drama,Mystery,Thriller",http://www.sonyclassics.com/jindabyne/,8.950864
2962,Kabhi Alvida Naa Kehna,2006,"Drama,Romance",,3.246903
2963,An Ideal Husband,1999,"Drama,Comedy,Romance",,4.519523
2964,The Last Days on Mars,2013,"Sci-Fi,Thriller,Horror",,18.764453
2965,Darkness,2002,Horror,http://www.miramax.com/movie/darkness,6.340135
2966,2001: A Space Odyssey,1968,"Sci-Fi,Mystery,Adventure",,86.201184
2967,E.T. the Extra-Terrestrial,1982,"Sci-Fi,Adventure,Family,Fantasy",http://www.et20.com/,56.105798
2968,In the Land of Women,2007,"Romance,Comedy,Drama",http://www.warnerbros.com/land-women,12.792446
2969,The Blue Butterfly,2004,"Adventure,Drama,Family",,1.985552
2970,There Goes My Baby,1994,"Drama,Comedy",,0.037073
2971,Housefull,2010,"Drama,Comedy,Romance,Foreign",http://housefull.erosentertainment.com/,0.12082
2972,September Dawn,2007,"Drama,Action,History,Western,Romance",,3.646848
2973,For Greater Glory - The True Story of Cristiada,2012,"History,Drama",http://www.cristiadafilm.com/,5.759545
2974,The BÃƒÂ©lier Family,2014,"Comedy,Drama,Music",,25.302978
2975,Good Will Hunting,1997,Drama,http://www.miramax.com/movie/good-will-hunting,43.734886
2976,Misconduct,2016,"Drama,Thriller",,10.016909
2977,Saw III,2006,"Horror,Thriller,Crime",,33.124871
2978,Stripes,1981,"Action,Comedy",,10.892398
2979,Bring It On,2000,Comedy,https://www.uphe.com/movies/bring-it-on,14.754281
2980,The Purge: Election Year,2016,"Action,Horror,Thriller",http://www.purgeelectionyear.com,53.727146
2981,She's All That,1999,"Comedy,Romance",,8.9876
2982,Saw IV,2007,"Horror,Thriller,Crime",http://movies.break.com/saw4/,29.244768
2983,White Noise,2005,"Drama,Horror,Thriller",,14.447723
2984,Madea's Family Reunion,2006,"Drama,Comedy,Romance",,5.882208
2985,The Color of Money,1986,Drama,,17.3393
2986,The Longest Day,2062,"Action,Drama,History,War",,19.524972
2987,The Mighty Ducks,1992,"Comedy,Family",,8.932837
2988,The Grudge,2004,"Horror,Mystery,Thriller",,35.695442
2989,Happy Gilmore,1996,Comedy,,26.598884
2990,Jeepers Creepers,2001,"Horror,Thriller",,23.316208
2991,Bill & Ted's Excellent Adventure,1989,"Adventure,Comedy,Sci-Fi",http://www.billandted.org/,25.929893
2992,Oliver!,1968,"Drama,Family,Music",,8.305998
