record-number,title,year,popularity,comedy,fantasy,romance,horror,action,non-fiction,type
899,The Ugly Truth,2009,6.5,1,0,1,0,0,0,M
900,Bride Wars,2009,5.5,1,0,1,0,0,0,M
901,Sleeping with Other People,2015,6.5,1,1,1,0,0,0,M
902,Snakes on a Plane,2006,5.6,0,0,0,1,1,0,M
903,What If,2013,6.8,1,0,1,0,0,0,M
904,How to Train Your Dragon 2,2014,7.9,1,0,0,0,1,0,M
905,RoboCop,2014,6.2,0,1,0,1,1,0,M
906,In Dubious Battle,2016,6.2,0,1,0,0,0,0,M
907,"Hello, My Name Is Doris",2015,6.7,1,1,1,0,0,0,M
908,Ocean's Thirteen,2007,6.9,0,0,0,1,1,0,M
909,Slither,2006,6.5,1,1,0,1,0,0,M
910,Contagion,2011,6.6,0,1,0,0,1,0,M
911,Il racconto dei racconti - Tale of Tales,2015,6.4,0,1,0,1,0,0,M
912,I Am the Pretty Thing That Lives in the House,2016,4.7,0,0,0,0,1,0,M
913,Bridge to Terabithia,2007,7.2,0,1,0,0,1,0,M
914,Coherence,2013,7.2,0,1,0,1,1,0,M
915,Notorious,2009,6.7,0,1,0,1,0,1,M
916,Goksung,2016,7.5,0,1,0,1,0,0,M
917,The Expendables 2,2012,6.6,0,0,0,0,1,0,M
918,The Girl Next Door,2007,6.7,0,1,0,1,0,0,M
919,Perfume: The Story of a Murderer,2006,7.5,0,1,0,1,0,0,M
920,The Golden Compass,2007,6.1,0,1,0,0,1,0,M
921,Centurion,2010,6.4,0,1,0,0,1,0,M
922,Scouts Guide to the Zombie Apocalypse,2015,6.3,1,0,0,1,1,0,M
923,17 Again,2009,6.4,1,1,0,0,0,0,M
924,No Escape,2015,6.8,0,0,0,0,1,0,M
925,Superman Returns,2006,6.1,0,1,0,0,1,0,M
926,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,0,1,0,0,1,0,M
927,Precious,2009,7.3,0,1,0,0,0,0,M
928,The Sea of Trees,2015,5.9,0,1,0,0,0,0,M
929,Good Kids,2016,6.1,1,0,0,0,0,0,M
930,The Master,2012,7.1,0,1,0,0,0,0,M
931,Footloose,2011,5.9,1,1,0,0,0,1,M
932,If I Stay,2014,6.8,0,1,0,0,0,1,M
933,The Ticket,2016,5.4,0,1,0,0,0,0,M
934,Detour,2016,6.3,0,0,0,0,1,0,M
935,The Love Witch,2016,6.2,1,0,0,1,0,0,M
936,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,1,0,0,0,1,1,M
937,The Human Centipede (First Sequence),2009,4.4,0,0,0,1,0,0,M
938,Super,2010,6.8,1,1,0,0,0,0,M
939,The Siege of Jadotville,2016,7.3,0,1,0,0,1,0,M
940,Up in the Air,2009,7.4,0,1,1,0,0,0,M
941,The Midnight Meat Train,2008,6.1,0,0,0,1,0,0,M
942,The Twilight Saga: Eclipse,2010,4.9,0,1,0,0,1,0,M
943,Transpecos,2016,5.8,0,0,0,0,1,0,M
944,What's Your Number?,2011,6.1,1,0,1,0,0,0,M
945,Riddick,2013,6.4,0,1,0,0,1,0,M
946,Triangle,2009,6.9,0,1,0,1,1,0,M
947,The Butler,2013,7.2,0,1,0,0,0,1,M
948,King Cobra,2016,5.6,0,1,0,1,0,0,M
949,After Earth,2013,4.9,0,1,0,0,1,0,M
950,Kicks,2016,6.1,0,0,0,0,1,0,M
951,Me and Earl and the Dying Girl,2015,7.8,1,1,0,0,0,0,M
952,The Descendants,2011,7.3,1,1,0,0,0,0,M
953,Sex and the City 2,2010,4.3,1,1,1,0,0,0,M
954,The Kings of Summer,2013,7.2,1,1,0,0,1,0,M
955,Death Race,2008,6.4,0,1,0,0,1,0,M
956,That Awkward Moment,2014,6.2,1,0,1,0,0,0,M
957,Legion,2010,5.2,0,1,0,1,1,0,M
958,End of Watch,2012,7.7,0,1,0,1,1,0,M
959,3 Days to Kill,2014,6.2,0,1,0,0,1,0,M
960,Lucky Number Slevin,2006,7.8,0,1,0,1,0,0,M
961,Trance,2013,7,0,1,0,1,0,0,M
962,Into the Forest,2015,5.9,0,1,0,0,1,0,M
963,The Other Boleyn Girl,2008,6.7,0,1,0,0,0,1,M
964,I Spit on Your Grave,2010,6.3,0,0,0,1,1,0,M
965,Custody,2016,6.9,0,1,0,0,0,0,M
966,Inland Empire,2006,7,0,1,0,1,1,0,M
967,L'odyssÃƒÂ©e,2016,6.7,0,0,0,0,1,1,M
968,The Walk,2015,7.3,0,0,0,1,1,1,M
969,Wrecker,2015,3.5,0,0,0,1,1,0,M
970,The Lone Ranger,2013,6.5,0,0,0,0,1,0,M
971,Texas Chainsaw 3D,2013,4.8,0,0,0,1,1,0,M
972,Disturbia,2007,6.9,0,1,0,1,1,0,M
973,Rock of Ages,2012,5.9,1,1,0,0,0,1,M
974,Scream 4,2011,6.2,0,0,0,1,0,0,M
975,Queen of Katwe,2016,7.4,0,1,0,0,0,1,M
976,My Big Fat Greek Wedding 2,2016,6,1,0,1,0,0,0,M
977,Dark Places,2015,6.2,0,1,0,1,1,0,M
978,Amateur Night,2016,5,1,0,0,0,0,0,M
979,It's Only the End of the World,2016,7,0,1,0,0,0,0,M
980,The Skin I Live In,2011,7.6,0,1,0,0,1,0,M
981,Miracles from Heaven,2016,7,0,1,0,0,0,1,M
982,Annie,2014,5.3,1,1,0,0,0,0,M
983,Across the Universe,2007,7.4,0,1,0,0,0,1,M
984,Let's Be Cops,2014,6.5,1,0,0,0,0,0,M
985,Max,2015,6.8,0,0,0,0,1,0,M
986,Your Highness,2011,5.6,1,1,0,0,1,0,M
987,Final Destination 5,2011,5.9,0,0,0,1,1,0,M
988,Endless Love,2014,6.3,0,1,1,0,0,0,M
989,Martyrs,2008,7.1,0,0,0,1,0,0,M
990,Selma,2014,7.5,0,1,0,0,0,1,M
991,Underworld: Rise of the Lycans,2009,6.6,0,1,0,0,1,0,M
992,Taare Zameen Par,2007,8.5,0,1,0,0,0,1,M
993,Take Me Home Tonight,2011,6.3,1,1,1,0,0,0,M
994,Resident Evil: Afterlife,2010,5.9,0,0,0,1,1,0,M
995,Project X,2012,6.7,1,0,0,0,0,0,M
996,Secret in Their Eyes,2015,6.2,0,1,0,1,0,0,M
997,Hostel: Part II,2007,5.5,0,0,0,1,0,0,M
998,Step Up 2: The Streets,2008,6.2,0,1,1,0,0,1,M
999,Search Party,2014,5.6,1,0,0,0,1,0,M
1000,Nine Lives,2016,5.3,1,1,0,0,0,0,M
